tempo_arduino_micro_s,valor_ADC,tempo_arduino_s
62179556,16,62.179556
62180232,15,62.180232
62180908,12,62.180908
62181588,12,62.181588
62182264,20,62.182264
62182944,27,62.182944
62183620,17,62.18362
62184296,13,62.184296
62184972,11,62.184972
62185652,15,62.185652
62186328,21,62.186328
62187004,22,62.187004
62187684,18,62.187684
62188360,16,62.18836
62189036,14,62.189036
62189716,12,62.189716
62190392,9,62.190392
62191020,11,62.19102
62191704,15,62.191704
62192384,12,62.192384
62193064,23,62.193064
62193740,19,62.19374
62194416,14,62.194416
62195096,13,62.195096
62195776,15,62.195776
62196448,17,62.196448
62197128,14,62.197128
62197804,18,62.197804
62198480,11,62.19848
62199156,21,62.199156
62199836,20,62.199836
62200512,22,62.200512
62201192,26,62.201192
62201872,26,62.201872
62202544,26,62.202544
62203224,20,62.203224
62203896,18,62.203896
62204568,24,62.204568
62205248,22,62.205248
62205920,11,62.20592
62206600,12,62.2066
62207280,23,62.20728
62207952,19,62.207952
62208628,14,62.208628
62209308,18,62.209308
62209980,19,62.20998
62210656,23,62.210656
62211332,18,62.211332
62212008,14,62.212008
62212680,14,62.21268
62213356,18,62.213356
62214032,18,62.214032
62214712,22,62.214712
62215388,31,62.215388
62216064,27,62.216064
62216740,21,62.21674
62217420,20,62.21742
62218096,21,62.218096
62218776,18,62.218776
62219452,15,62.219452
62220128,14,62.220128
62220804,14,62.220804
62221484,17,62.221484
62222160,23,62.22216
62222836,14,62.222836
62223516,13,62.223516
62224192,10,62.224192
62224868,11,62.224868
62225548,13,62.225548
62226224,15,62.226224
62226904,17,62.226904
62227580,21,62.22758
62228256,20,62.228256
62228936,16,62.228936
62229612,14,62.229612
62230288,15,62.230288
62230968,11,62.230968
62231644,13,62.231644
62232320,13,62.23232
62233000,13,62.233
62233680,14,62.23368
62234352,18,62.234352
62235028,23,62.235028
62235708,33,62.235708
62236384,29,62.236384
62237064,27,62.237064
62237744,23,62.237744
62238416,19,62.238416
62239096,11,62.239096
62239776,12,62.239776
62240448,20,62.240448
62241124,25,62.241124
62241804,32,62.241804
62242480,22,62.24248
62243156,10,62.243156
62243832,13,62.243832
62244504,10,62.244504
62245188,12,62.245188
62245864,14,62.245864
62246536,20,62.246536
62247216,26,62.247216
62247888,13,62.247888
62248560,10,62.24856
62249240,10,62.24924
62249912,12,62.249912
62250584,18,62.250584
62251268,16,62.251268
62251944,29,62.251944
62252616,39,62.252616
62253296,41,62.253296
62253968,41,62.253968
62254648,36,62.254648
62255332,18,62.255332
62256008,15,62.256008
62256688,18,62.256688
62257368,16,62.257368
62258040,15,62.25804
62258720,10,62.25872
62259400,10,62.2594
62260068,10,62.260068
62260748,13,62.260748
62261428,23,62.261428
62262100,19,62.2621
62262780,16,62.26278
62263460,22,62.26346
62264132,24,62.264132
62264812,20,62.264812
62265492,13,62.265492
62266164,12,62.266164
62266844,11,62.266844
62267524,13,62.267524
62268196,25,62.268196
62268876,28,62.268876
62269556,25,62.269556
62270228,18,62.270228
62270908,18,62.270908
62271588,15,62.271588
62272264,14,62.272264
62272940,10,62.27294
62273620,12,62.27362
62274292,11,62.274292
62274972,16,62.274972
62275652,22,62.275652
62276324,29,62.276324
62277004,20,62.277004
62277684,12,62.277684
62278356,14,62.278356
62279036,17,62.279036
62279716,17,62.279716
62280388,14,62.280388
62281068,10,62.281068
62281748,17,62.281748
62282420,23,62.28242
62283100,22,62.2831
62283776,17,62.283776
62284456,18,62.284456
62285132,28,62.285132
62285804,32,62.285804
62286476,31,62.286476
62287156,18,62.287156
62287832,18,62.287832
62288504,19,62.288504
62289180,10,62.28918
62289856,10,62.289856
62290528,10,62.290528
62291204,12,62.291204
62291876,12,62.291876
62292548,18,62.292548
62293228,14,62.293228
62293900,12,62.2939
62294580,14,62.29458
62295260,16,62.29526
62295936,18,62.295936
62296612,16,62.296612
62297292,13,62.297292
62297968,18,62.297968
62298644,22,62.298644
62299324,21,62.299324
62300000,22,62.3
62300676,25,62.300676
62301356,22,62.301356
62302032,23,62.302032
62302708,28,62.302708
62303388,22,62.303388
62304064,30,62.304064
62304740,28,62.30474
62305420,17,62.30542
62306096,10,62.306096
62306772,18,62.306772
62307452,15,62.307452
62308128,18,62.308128
62308804,18,62.308804
62309484,14,62.309484
62310160,17,62.31016
62310836,22,62.310836
62311516,25,62.311516
62312192,20,62.312192
62312868,14,62.312868
62313548,14,62.313548
62314224,12,62.314224
62314900,12,62.3149
62315580,14,62.31558
62316256,14,62.316256
62316932,12,62.316932
62317612,12,62.317612
62318288,17,62.318288
62318964,26,62.318964
62319644,24,62.319644
62320320,23,62.32032
62320996,32,62.320996
62321676,35,62.321676
62322352,21,62.322352
62323028,10,62.323028
62323704,15,62.323704
62324376,17,62.324376
62325052,17,62.325052
62325728,23,62.325728
62326400,23,62.3264
62327076,14,62.327076
62327752,13,62.327752
62328424,14,62.328424
62329100,16,62.3291
62329776,16,62.329776
62330448,16,62.330448
62331124,11,62.331124
62331800,23,62.3318
62332476,26,62.332476
62333156,25,62.333156
62333832,26,62.333832
62334512,26,62.334512
62335188,28,62.335188
62335864,34,62.335864
62336544,27,62.336544
62337220,18,62.33722
62337896,15,62.337896
62338572,16,62.338572
62339252,12,62.339252
62339928,12,62.339928
62340604,11,62.340604
62341284,10,62.341284
62341956,11,62.341956
62342636,12,62.342636
62343316,11,62.343316
62343992,11,62.343992
62344668,16,62.344668
62345348,15,62.345348
62346024,15,62.346024
62346700,16,62.3467
62347380,12,62.34738
62348056,10,62.348056
62348732,14,62.348732
62349412,10,62.349412
62350088,11,62.350088
62350764,14,62.350764
62351444,28,62.351444
62352120,38,62.35212
62352796,36,62.352796
62353476,29,62.353476
62354152,24,62.354152
62354828,16,62.354828
62355508,15,62.355508
62356184,11,62.356184
62356860,10,62.35686
62357540,16,62.35754
62358216,22,62.358216
62358896,23,62.358896
62359572,22,62.359572
62360248,20,62.360248
62360928,23,62.360928
62361604,23,62.361604
62362276,14,62.362276
62362956,17,62.362956
62363632,19,62.363632
62364304,24,62.364304
62364980,25,62.36498
62365652,15,62.365652
62366328,12,62.366328
62367004,13,62.367004
62367680,15,62.36768
62368352,21,62.368352
62369028,21,62.369028
62369704,18,62.369704
62370376,14,62.370376
62371052,14,62.371052
62371728,15,62.371728
62372404,11,62.372404
62373084,10,62.373084
62373760,13,62.37376
62374436,14,62.374436
62375116,18,62.375116
62375792,14,62.375792
62376472,10,62.376472
62377148,10,62.377148
62377824,12,62.377824
62378500,17,62.3785
62379180,18,62.37918
62379856,14,62.379856
62380536,16,62.380536
62381212,12,62.381212
62381888,10,62.381888
62382568,12,62.382568
62383244,10,62.383244
62383920,10,62.38392
62384596,14,62.384596
62385276,18,62.385276
62385952,22,62.385952
62386632,22,62.386632
62387308,16,62.387308
62387984,16,62.387984
62388660,19,62.38866
62389340,12,62.38934
62390016,10,62.390016
62390692,13,62.390692
62391372,15,62.391372
62392048,15,62.392048
62392724,16,62.392724
62393404,19,62.393404
62394080,27,62.39408
62394756,26,62.394756
62395436,21,62.395436
62396112,15,62.396112
62396792,15,62.396792
62397472,20,62.397472
62398144,24,62.398144
62398824,31,62.398824
62399504,25,62.399504
62400176,21,62.400176
62400852,22,62.400852
62401524,28,62.401524
62402196,30,62.402196
62402876,26,62.402876
62403548,19,62.403548
62404220,19,62.40422
62404900,18,62.4049
62405572,14,62.405572
62406248,10,62.406248
62406924,16,62.406924
62407600,19,62.4076
62408272,22,62.408272
62408948,14,62.408948
62409624,10,62.409624
62410300,10,62.4103
62410980,18,62.41098
62411656,23,62.411656
62412332,18,62.412332
62413012,15,62.413012
62413684,21,62.413684
62414364,17,62.414364
62415044,15,62.415044
62415720,15,62.41572
62416396,16,62.416396
62417076,17,62.417076
62417752,21,62.417752
62418428,26,62.418428
62419108,27,62.419108
62419784,26,62.419784
62420460,23,62.42046
62421140,28,62.42114
62421816,18,62.421816
62422492,13,62.422492
62423172,9,62.423172
62423796,18,62.423796
62424480,34,62.42448
62425156,39,62.425156
62425832,32,62.425832
62426508,34,62.426508
62427188,39,62.427188
62427864,26,62.427864
62428540,12,62.42854
62429220,17,62.42922
62429896,23,62.429896
62430572,23,62.430572
62431252,19,62.431252
62431928,23,62.431928
62432604,25,62.432604
62433280,23,62.43328
62433956,24,62.433956
62434636,23,62.434636
62435308,21,62.435308
62435984,26,62.435984
62436660,20,62.43666
62437336,17,62.437336
62438008,14,62.438008
62438684,14,62.438684
62439356,14,62.439356
62440032,10,62.440032
62440708,16,62.440708
62441384,18,62.441384
62442056,19,62.442056
62442732,22,62.442732
62443408,19,62.443408
62444084,14,62.444084
62444764,14,62.444764
62445440,13,62.44544
62446116,16,62.446116
62446796,21,62.446796
62447472,24,62.447472
62448148,24,62.448148
62448828,15,62.448828
62449500,12,62.4495
62450180,12,62.45018
62450860,10,62.45086
62451536,11,62.451536
62452212,12,62.452212
62452892,24,62.452892
62453568,36,62.453568
62454244,34,62.454244
62454924,30,62.454924
62455600,19,62.4556
62456276,12,62.456276
62456956,11,62.456956
62457632,13,62.457632
62458308,18,62.458308
62458988,16,62.458988
62459664,15,62.459664
62460340,19,62.46034
62461020,19,62.46102
62461696,20,62.461696
62462376,14,62.462376
62463056,14,62.463056
62463728,14,62.463728
62464408,10,62.464408
62465084,12,62.465084
62465756,14,62.465756
62466436,18,62.466436
62467116,14,62.467116
62467788,15,62.467788
62468468,22,62.468468
62469148,26,62.469148
62469820,25,62.46982
62470500,28,62.4705
62471180,21,62.47118
62471852,17,62.471852
62472532,10,62.472532
62473204,10,62.473204
62473876,11,62.473876
62474556,12,62.474556
62475228,12,62.475228
62475900,12,62.4759
62476580,13,62.47658
62477256,16,62.477256
62477924,22,62.477924
62478604,16,62.478604
62479276,16,62.479276
62479952,15,62.479952
62480628,15,62.480628
62481300,10,62.4813
62481980,11,62.48198
62482660,18,62.48266
62483332,20,62.483332
62484012,24,62.484012
62484692,27,62.484692
62485364,27,62.485364
62486044,26,62.486044
62486724,21,62.486724
62487396,16,62.487396
62488076,20,62.488076
62488756,20,62.488756
62489432,13,62.489432
62490108,10,62.490108
62490788,14,62.490788
62491460,20,62.49146
62492140,18,62.49214
62492820,24,62.49282
62493492,24,62.493492
62494172,24,62.494172
62494852,21,62.494852
62495524,14,62.495524
62496204,15,62.496204
62496884,14,62.496884
62497556,10,62.497556
62498236,10,62.498236
62498916,14,62.498916
62499588,22,62.499588
62500268,24,62.500268
62500948,28,62.500948
62501624,32,62.501624
62502300,28,62.5023
62502980,27,62.50298
62503656,24,62.503656
62504332,25,62.504332
62505012,19,62.505012
62505684,12,62.505684
62506364,12,62.506364
62507044,11,62.507044
62507716,9,62.507716
62508344,13,62.508344
62509020,14,62.50902
62509692,14,62.509692
62510372,14,62.510372
62511048,20,62.511048
62511720,22,62.51172
62512396,18,62.512396
62513072,16,62.513072
62513744,14,62.513744
62514420,12,62.51442
62515096,15,62.515096
62515772,18,62.515772
62516452,16,62.516452
62517124,18,62.517124
62517804,18,62.517804
62518484,26,62.518484
62519156,32,62.519156
62519836,25,62.519836
62520516,20,62.520516
62521192,17,62.521192
62521868,16,62.521868
62522548,13,62.522548
62523224,10,62.523224
62523900,12,62.5239
62524580,26,62.52458
62525256,36,62.525256
62525932,34,62.525932
62526612,23,62.526612
62527288,14,62.527288
62527964,14,62.527964
62528644,12,62.528644
62529316,15,62.529316
62529996,14,62.529996
62530676,17,62.530676
62531348,19,62.531348
62532028,16,62.532028
62532708,11,62.532708
62533384,10,62.533384
62534060,18,62.53406
62534740,22,62.53474
62535416,27,62.535416
62536092,31,62.536092
62536772,28,62.536772
62537448,25,62.537448
62538124,19,62.538124
62538804,16,62.538804
62539480,14,62.53948
62540156,11,62.540156
62540836,12,62.540836
62541508,22,62.541508
62542188,31,62.542188
62542868,19,62.542868
62543544,16,62.543544
62544220,21,62.54422
62544896,20,62.544896
62545576,17,62.545576
62546252,18,62.546252
62546924,17,62.546924
62547600,11,62.5476
62548276,14,62.548276
62548952,17,62.548952
62549624,21,62.549624
62550300,27,62.5503
62550976,27,62.550976
62551648,21,62.551648
62552328,26,62.552328
62553000,21,62.553
62553672,20,62.553672
62554352,34,62.554352
62555024,23,62.555024
62555704,13,62.555704
62556380,16,62.55638
62557056,10,62.557056
62557732,22,62.557732
62558412,30,62.558412
62559088,24,62.559088
62559764,14,62.559764
62560444,12,62.560444
62561116,14,62.561116
62561796,13,62.561796
62562476,15,62.562476
62563152,16,62.563152
62563832,20,62.563832
62564508,11,62.564508
62565184,11,62.565184
62565860,13,62.56586
62566540,12,62.56654
62567212,11,62.567212
62567892,18,62.567892
62568572,32,62.568572
62569248,48,62.569248
62569924,39,62.569924
62570604,26,62.570604
62571280,24,62.57128
62571956,18,62.571956
62572636,15,62.572636
62573312,10,62.573312
62573988,13,62.573988
62574668,24,62.574668
62575344,26,62.575344
62576020,22,62.57602
62576700,12,62.5767
62577376,10,62.577376
62578052,15,62.578052
62578732,20,62.578732
62579408,20,62.579408
62580084,21,62.580084
62580764,12,62.580764
62581440,12,62.58144
62582116,12,62.582116
62582796,12,62.582796
62583472,16,62.583472
62584152,18,62.584152
62584824,23,62.584824
62585496,28,62.585496
62586176,26,62.586176
62586848,21,62.586848
62587520,18,62.58752
62588204,14,62.588204
62588876,14,62.588876
62589548,11,62.589548
62590228,10,62.590228
62590904,13,62.590904
62591576,16,62.591576
62592256,12,62.592256
62592924,11,62.592924
62593596,12,62.593596
62594276,10,62.594276
62594948,15,62.594948
62595628,14,62.595628
62596308,15,62.596308
62596984,19,62.596984
62597660,24,62.59766
62598340,22,62.59834
62599016,23,62.599016
62599692,16,62.599692
62600372,13,62.600372
62601044,11,62.601044
62601724,12,62.601724
62602404,14,62.602404
62603076,20,62.603076
62603756,22,62.603756
62604436,23,62.604436
62605112,18,62.605112
62605788,10,62.605788
62606468,11,62.606468
62607144,11,62.607144
62607820,12,62.60782
62608500,11,62.6085
62609172,15,62.609172
62609852,20,62.609852
62610532,15,62.610532
62611208,13,62.611208
62611884,12,62.611884
62612564,16,62.612564
62613236,15,62.613236
62613916,16,62.613916
62614596,10,62.614596
62615272,24,62.615272
62615948,32,62.615948
62616628,36,62.616628
62617304,26,62.617304
62617984,21,62.617984
62618660,25,62.61866
62619336,27,62.619336
62620012,18,62.620012
62620692,15,62.620692
62621368,16,62.621368
62622044,14,62.622044
62622724,10,62.622724
62623396,10,62.623396
62624076,9,62.624076
62624696,19,62.624696
62625376,18,62.625376
62626056,12,62.626056
62626728,14,62.626728
62627400,18,62.6274
62628076,24,62.628076
62628748,27,62.628748
62629428,22,62.629428
62630108,15,62.630108
62630784,23,62.630784
62631460,30,62.63146
62632140,23,62.63214
62632816,19,62.632816
62633492,19,62.633492
62634172,19,62.634172
62634848,21,62.634848
62635528,21,62.635528
62636204,15,62.636204
62636880,16,62.63688
62637556,15,62.637556
62638236,14,62.638236
62638912,13,62.638912
62639592,10,62.639592
62640268,10,62.640268
62640944,11,62.640944
62641620,12,62.64162
62642300,12,62.6423
62642976,10,62.642976
62643656,11,62.643656
62644332,12,62.644332
62645008,17,62.645008
62645684,16,62.645684
62646364,15,62.646364
62647040,15,62.64704
62647716,10,62.647716
62648396,10,62.648396
62649072,15,62.649072
62649748,16,62.649748
62650428,13,62.650428
62651104,11,62.651104
62651780,22,62.65178
62652460,20,62.65246
62653136,19,62.653136
62653816,19,62.653816
62654492,16,62.654492
62655168,16,62.655168
62655848,11,62.655848
62656528,10,62.656528
62657200,10,62.6572
62657876,9,62.657876
62658500,10,62.6585
62659180,16,62.65918
62659860,28,62.65986
62660536,26,62.660536
62661208,16,62.661208
62661884,13,62.661884
62662560,16,62.66256
62663232,15,62.663232
62663912,14,62.663912
62664584,12,62.664584
62665264,11,62.665264
62665940,13,62.66594
62666616,13,62.666616
62667296,18,62.667296
62667976,25,62.667976
62668648,27,62.668648
62669328,34,62.669328
62670004,24,62.670004
62670676,16,62.670676
62671356,14,62.671356
62672036,14,62.672036
62672708,16,62.672708
62673388,18,62.673388
62674068,12,62.674068
62674740,12,62.67474
62675420,16,62.67542
62676100,13,62.6761
62676776,10,62.676776
62677452,10,62.677452
62678132,13,62.678132
62678808,14,62.678808
62679484,14,62.679484
62680164,21,62.680164
62680836,12,62.680836
62681516,13,62.681516
62682196,18,62.682196
62682872,19,62.682872
62683548,14,62.683548
62684228,12,62.684228
62684904,14,62.684904
62685580,24,62.68558
62686260,25,62.68626
62686936,23,62.686936
62687612,27,62.687612
62688292,25,62.688292
62688968,17,62.688968
62689644,10,62.689644
62690324,13,62.690324
62691000,22,62.691
62691676,23,62.691676
62692356,23,62.692356
62693032,20,62.693032
62693712,17,62.693712
62694384,17,62.694384
62695056,14,62.695056
62695740,14,62.69574
62696416,14,62.696416
62697088,16,62.697088
62697764,10,62.697764
62698440,10,62.69844
62699112,14,62.699112
62699792,18,62.699792
62700464,17,62.700464
62701136,16,62.701136
62701816,30,62.701816
62702488,42,62.702488
62703164,40,62.703164
62703844,30,62.703844
62704520,18,62.70452
62705200,14,62.7052
62705880,14,62.70588
62706552,13,62.706552
62707232,13,62.707232
62707912,14,62.707912
62708584,17,62.708584
62709264,22,62.709264
62709940,26,62.70994
62710616,30,62.710616
62711292,30,62.711292
62711972,23,62.711972
62712648,15,62.712648
62713328,17,62.713328
62714008,22,62.714008
62714680,38,62.71468
62715360,36,62.71536
62716036,19,62.716036
62716712,14,62.716712
62717392,18,62.717392
62718072,29,62.718072
62718744,38,62.718744
62719424,31,62.719424
62720104,22,62.720104
62720772,16,62.720772
62721452,14,62.721452
62722132,14,62.722132
62722804,12,62.722804
62723484,14,62.723484
62724164,15,62.724164
62724836,12,62.724836
62725516,14,62.725516
62726196,18,62.726196
62726872,14,62.726872
62727548,10,62.727548
62728228,14,62.728228
62728900,14,62.7289
62729580,14,62.72958
62730260,17,62.73026
62730932,12,62.730932
62731612,10,62.731612
62732284,10,62.732284
62732968,10,62.732968
62733644,11,62.733644
62734316,13,62.734316
62734992,22,62.734992
62735668,30,62.735668
62736344,26,62.736344
62737012,19,62.737012
62737692,20,62.737692
62738364,18,62.738364
62739040,11,62.73904
62739716,18,62.739716
62740392,19,62.740392
62741064,16,62.741064
62741740,23,62.74174
62742416,25,62.742416
62743092,24,62.743092
62743772,23,62.743772
62744448,13,62.744448
62745124,12,62.745124
62745804,20,62.745804
62746476,16,62.746476
62747156,14,62.747156
62747836,14,62.747836
62748512,16,62.748512
62749188,24,62.749188
62749868,26,62.749868
62750544,28,62.750544
62751220,34,62.75122
62751900,42,62.7519
62752576,40,62.752576
62753252,20,62.753252
62753932,15,62.753932
62754604,14,62.754604
62755284,19,62.755284
62755964,22,62.755964
62756640,16,62.75664
62757316,12,62.757316
62757996,10,62.757996
62758672,13,62.758672
62759348,12,62.759348
62760028,11,62.760028
62760700,13,62.7607
62761380,12,62.76138
62762060,13,62.76206
62762736,14,62.762736
62763412,14,62.763412
62764092,11,62.764092
62764768,11,62.764768
62765444,10,62.765444
62766124,10,62.766124
62766800,12,62.7668
62767476,18,62.767476
62768156,24,62.768156
62768832,31,62.768832
62769508,25,62.769508
62770188,21,62.770188
62770864,21,62.770864
62771544,20,62.771544
62772212,18,62.772212
62772884,10,62.772884
62773564,13,62.773564
62774240,21,62.77424
62774912,14,62.774912
62775588,12,62.775588
62776264,14,62.776264
62776936,18,62.776936
62777612,25,62.777612
62778284,24,62.778284
62778960,21,62.77896
62779636,18,62.779636
62780312,16,62.780312
62780988,23,62.780988
62781668,32,62.781668
62782344,27,62.782344
62783020,23,62.78302
62783700,23,62.7837
62784376,25,62.784376
62785052,30,62.785052
62785732,28,62.785732
62786408,24,62.786408
62787084,20,62.787084
62787764,23,62.787764
62788440,26,62.78844
62789116,16,62.789116
62789796,10,62.789796
62790472,20,62.790472
62791148,24,62.791148
62791828,24,62.791828
62792504,18,62.792504
62793180,11,62.79318
62793860,11,62.79386
62794536,17,62.794536
62795212,18,62.795212
62795892,18,62.795892
62796568,22,62.796568
62797248,14,62.797248
62797924,11,62.797924
62798600,10,62.7986
62799276,10,62.799276
62799956,10,62.799956
62800632,16,62.800632
62801308,30,62.801308
62801988,36,62.801988
62802664,38,62.802664
62803340,23,62.80334
62804020,19,62.80402
62804692,24,62.804692
62805372,23,62.805372
62806052,14,62.806052
62806728,14,62.806728
62807404,28,62.807404
62808084,29,62.808084
62808756,21,62.808756
62809436,18,62.809436
62810116,13,62.810116
62810792,10,62.810792
62811468,15,62.811468
62812144,14,62.812144
62812816,15,62.812816
62813492,13,62.813492
62814168,11,62.814168
62814840,12,62.81484
62815516,12,62.815516
62816192,13,62.816192
62816864,16,62.816864
62817544,25,62.817544
62818216,27,62.818216
62818888,20,62.818888
62819568,18,62.819568
62820240,15,62.82024
62820916,16,62.820916
62821596,14,62.821596
62822272,23,62.822272
62822952,24,62.822952
62823628,11,62.823628
62824304,17,62.824304
62824980,29,62.82498
62825660,29,62.82566
62826336,29,62.826336
62827012,18,62.827012
62827692,10,62.827692
62828368,15,62.828368
62829044,16,62.829044
62829724,15,62.829724
62830400,24,62.8304
62831076,27,62.831076
62831756,28,62.831756
62832432,31,62.832432
62833112,27,62.833112
62833788,22,62.833788
62834464,23,62.834464
62835140,30,62.83514
62835820,31,62.83582
62836496,24,62.836496
62837172,18,62.837172
62837852,16,62.837852
62838528,14,62.838528
62839204,12,62.839204
62839884,13,62.839884
62840560,11,62.84056
62841236,10,62.841236
62841916,16,62.841916
62842592,17,62.842592
62843272,12,62.843272
62843948,12,62.843948
62844624,16,62.844624
62845304,22,62.845304
62845980,20,62.84598
62846656,19,62.846656
62847336,17,62.847336
62848016,10,62.848016
62848684,16,62.848684
62849364,26,62.849364
62850036,26,62.850036
62850712,22,62.850712
62851388,25,62.851388
62852064,18,62.852064
62852736,16,62.852736
62853412,22,62.853412
62854088,26,62.854088
62854760,19,62.85476
62855436,19,62.855436
62856112,18,62.856112
62856784,10,62.856784
62857464,13,62.857464
62858136,14,62.858136
62858812,12,62.858812
62859492,16,62.859492
62860168,12,62.860168
62860848,19,62.860848
62861524,27,62.861524
62862200,18,62.8622
62862876,19,62.862876
62863556,23,62.863556
62864232,20,62.864232
62864908,16,62.864908
62865588,11,62.865588
62866264,10,62.866264
62866944,10,62.866944
62867620,12,62.86762
62868296,17,62.868296
62868976,19,62.868976
62869652,22,62.869652
62870328,18,62.870328
62871008,15,62.871008
62871688,13,62.871688
62872360,11,62.87236
62873040,10,62.87304
62873720,14,62.87372
62874388,25,62.874388
62875068,20,62.875068
62875748,11,62.875748
62876424,10,62.876424
62877100,11,62.8771
62877780,14,62.87778
62878456,20,62.878456
62879132,19,62.879132
62879812,15,62.879812
62880488,16,62.880488
62881164,12,62.881164
62881844,10,62.881844
62882520,18,62.88252
62883196,30,62.883196
62883876,23,62.883876
62884548,22,62.884548
62885228,41,62.885228
62885908,48,62.885908
62886584,43,62.886584
62887260,32,62.88726
62887936,19,62.887936
62888616,15,62.888616
62889292,10,62.889292
62889968,13,62.889968
62890640,20,62.89064
62891316,27,62.891316
62891992,25,62.891992
62892664,20,62.892664
62893344,12,62.893344
62894016,10,62.894016
62894688,13,62.894688
62895372,14,62.895372
62896048,15,62.896048
62896720,14,62.89672
62897396,14,62.897396
62898072,18,62.898072
62898748,14,62.898748
62899428,10,62.899428
62900104,11,62.900104
62900780,18,62.90078
62901460,31,62.90146
62902136,35,62.902136
62902816,40,62.902816
62903492,36,62.903492
62904168,25,62.904168
62904848,18,62.904848
62905524,15,62.905524
62906200,12,62.9062
62906880,11,62.90688
62907556,18,62.907556
62908232,21,62.908232
62908912,18,62.908912
62909592,13,62.909592
62910264,10,62.910264
62910944,10,62.910944
62911624,15,62.911624
62912296,16,62.912296
62912976,16,62.912976
62913652,15,62.913652
62914328,10,62.914328
62915008,10,62.915008
62915684,11,62.915684
62916356,13,62.916356
62917036,14,62.917036
62917716,15,62.917716
62918388,29,62.918388
62919068,38,62.919068
62919748,33,62.919748
62920420,25,62.92042
62921100,16,62.9211
62921780,15,62.92178
62922452,12,62.922452
62923132,10,62.923132
62923812,15,62.923812
62924488,18,62.924488
62925164,18,62.925164
62925844,23,62.925844
62926516,18,62.926516
62927196,14,62.927196
62927872,13,62.927872
62928548,13,62.928548
62929228,14,62.929228
62929900,14,62.9299
62930572,16,62.930572
62931252,16,62.931252
62931924,14,62.931924
62932596,21,62.932596
62933276,22,62.933276
62933952,22,62.933952
62934624,28,62.934624
62935300,32,62.9353
62935972,36,62.935972
62936648,35,62.936648
62937324,20,62.937324
62937996,16,62.937996
62938676,23,62.938676
62939356,27,62.939356
62940032,28,62.940032
62940708,26,62.940708
62941388,14,62.941388
62942064,10,62.942064
62942740,16,62.94274
62943420,13,62.94342
62944096,11,62.944096
62944772,14,62.944772
62945452,15,62.945452
62946124,16,62.946124
62946804,14,62.946804
62947484,15,62.947484
62948160,14,62.94816
62948836,11,62.948836
62949516,13,62.949516
62950192,11,62.950192
62950868,12,62.950868
62951548,17,62.951548
62952224,25,62.952224
62952900,19,62.9529
62953580,20,62.95358
62954256,24,62.954256
62954932,20,62.954932
62955612,20,62.955612
62956284,14,62.956284
62956964,10,62.956964
62957644,15,62.957644
62958316,19,62.958316
62958996,11,62.958996
62959676,14,62.959676
62960352,12,62.960352
62961028,16,62.961028
62961708,23,62.961708
62962380,24,62.96238
62963060,21,62.96306
62963740,19,62.96374
62964416,11,62.964416
62965092,18,62.965092
62965772,17,62.965772
62966444,16,62.966444
62967124,17,62.967124
62967796,17,62.967796
62968472,28,62.968472
62969148,34,62.969148
62969824,28,62.969824
62970496,17,62.970496
62971172,19,62.971172
62971848,20,62.971848
62972520,15,62.97252
62973196,10,62.973196
62973872,11,62.973872
62974544,16,62.974544
62975224,23,62.975224
62975896,19,62.975896
62976576,12,62.976576
62977252,10,62.977252
62977924,16,62.977924
62978604,25,62.978604
62979284,37,62.979284
62979956,22,62.979956
62980636,11,62.980636
62981316,10,62.981316
62981988,15,62.981988
62982668,20,62.982668
62983348,20,62.983348
62984020,16,62.98402
62984700,16,62.9847
62985380,30,62.98538
62986052,28,62.986052
62986732,33,62.986732
62987412,33,62.987412
62988084,27,62.988084
62988764,18,62.988764
62989444,16,62.989444
62990116,16,62.990116
62990796,14,62.990796
62991476,14,62.991476
62992148,10,62.992148
62992828,10,62.992828
62993508,10,62.993508
62994184,11,62.994184
62994860,16,62.99486
62995540,15,62.99554
62996216,14,62.996216
62996892,14,62.996892
62997572,13,62.997572
62998248,17,62.998248
62998924,13,62.998924
62999604,14,62.999604
63000276,19,63.000276
63000956,18,63.000956
63001636,17,63.001636
63002308,17,63.002308
63002988,24,63.002988
63003668,28,63.003668
63004340,24,63.00434
63005020,18,63.00502
63005696,19,63.005696
63006372,14,63.006372
63007052,10,63.007052
63007728,10,63.007728
63008400,10,63.0084
63009076,10,63.009076
63009748,9,63.009748
63010372,11,63.010372
63011056,11,63.011056
63011728,20,63.011728
63012404,29,63.012404
63013084,18,63.013084
63013760,14,63.01376
63014436,16,63.014436
63015116,11,63.015116
63015792,11,63.015792
63016468,10,63.016468
63017148,11,63.017148
63017820,10,63.01782
63018500,16,63.0185
63019180,22,63.01918
63019856,26,63.019856
63020532,20,63.020532
63021212,15,63.021212
63021888,13,63.021888
63022564,14,63.022564
63023244,11,63.023244
63023920,10,63.02392
63024596,11,63.024596
63025276,9,63.025276
63025900,10,63.0259
63026584,10,63.026584
63027264,11,63.027264
63027932,14,63.027932
63028612,18,63.028612
63029292,30,63.029292
63029968,43,63.029968
63030644,38,63.030644
63031324,25,63.031324
63032000,19,63.032
63032676,13,63.032676
63033356,13,63.033356
63034032,17,63.034032
63034708,14,63.034708
63035384,19,63.035384
63036056,20,63.036056
63036736,26,63.036736
63037408,15,63.037408
63038080,16,63.03808
